Rep_s,Test_fold_no,Num_features,learning_rate,convergence_percent,stopping_percent,train_accu,train_roc,test_accu,test_roc,observed_max_test_roc
0,0,26,0.001,1e-05,0.005,0.8759398496240601,0.9550855648416624,0.8666666666666667,0.9508928571428571,0.9553571428571428
0,1,35,0.001,1e-05,0.005,0.8947368421052632,0.9704360679970436,0.7333333333333333,0.8705357142857143,0.8839285714285714
0,2,97,0.001,1e-05,0.005,1.0,1.0,0.8,0.7901785714285714,0.9241071428571428
0,3,37,0.001,1e-05,0.005,0.9285714285714286,0.9773153675592701,0.8,0.8973214285714286,0.9241071428571429
0,4,45,0.001,1e-05,0.005,0.9473684210526315,0.9844789356984478,0.7333333333333333,0.84375,0.9464285714285714
0,5,20,0.001,1e-05,0.005,0.8834586466165414,0.9500255841719256,0.8,0.7857142857142857,0.8973214285714286
0,6,34,0.001,1e-05,0.005,0.9097744360902256,0.970492921712434,0.7666666666666667,0.8258928571428572,0.8660714285714286
0,7,37,0.001,1e-05,0.005,0.9101123595505618,0.9718023911572299,0.7931034482758621,0.8990384615384616,0.9326923076923077
0,8,32,0.001,1e-05,0.005,0.8913857677902621,0.9621588089330025,0.896551724137931,0.9759615384615384,0.9807692307692307
0,9,11,0.001,1e-05,0.005,0.8656716417910447,0.9377240143369177,0.7857142857142857,0.8256410256410257,0.8769230769230769
1,0,105,0.001,1e-05,0.005,1.0,1.0,0.8333333333333334,0.9553571428571428,0.9821428571428572
1,1,96,0.001,1e-05,0.005,1.0,1.0,0.7333333333333333,0.7098214285714285,0.9508928571428572
1,2,64,0.001,1e-05,0.005,0.9624060150375939,0.9924953095684803,0.9333333333333333,0.9776785714285714,1.0
1,3,49,0.001,1e-05,0.005,0.9624060150375939,0.9903917220990391,0.8333333333333334,0.8794642857142858,0.8794642857142858
1,4,24,0.001,1e-05,0.005,0.8984962406015038,0.9525840013644893,0.8,0.9017857142857143,0.9419642857142857
1,5,110,0.001,1e-05,0.005,1.0,1.0,0.8333333333333334,0.9285714285714286,0.9419642857142858
1,6,32,0.001,1e-05,0.005,0.8984962406015038,0.9669679913582352,0.7333333333333333,0.8705357142857143,0.90625
1,7,9,0.001,1e-05,0.005,0.8614232209737828,0.9278141213625084,0.8620689655172413,0.9230769230769231,0.9375
1,8,99,0.001,1e-05,0.005,1.0,1.0,0.6896551724137931,0.8221153846153846,0.9423076923076923
1,9,15,0.001,1e-05,0.005,0.8843283582089553,0.9535170250896057,0.75,0.7897435897435898,0.8051282051282052
2,0,38,0.001,1e-05,0.005,0.9285714285714286,0.9789641253055887,0.8333333333333334,0.8526785714285714,0.9241071428571428
2,1,103,0.001,1e-05,0.005,1.0,1.0,0.8666666666666667,0.9151785714285714,0.9866071428571428
2,2,10,0.001,1e-05,0.005,0.8609022556390977,0.9368923759167662,0.8333333333333334,0.8660714285714286,0.8883928571428571
2,3,69,0.001,1e-05,0.005,0.981203007518797,0.9961908010688498,0.7333333333333333,0.8839285714285714,0.9508928571428572
2,4,45,0.001,1e-05,0.005,0.9285714285714286,0.9827733242367389,0.7,0.8883928571428572,0.9508928571428572
2,5,97,0.001,1e-05,0.005,1.0,1.0,0.8,0.8705357142857143,0.8973214285714286
2,6,22,0.001,1e-05,0.005,0.9097744360902256,0.9590084712035931,0.7666666666666667,0.8794642857142857,0.9196428571428572
2,7,99,0.001,1e-05,0.005,1.0,1.0,0.8275862068965517,0.9038461538461539,0.9182692307692308
2,8,8,0.001,1e-05,0.005,0.8426966292134831,0.9261786600496278,0.7586206896551724,0.9567307692307693,0.9711538461538461
2,9,64,0.001,1e-05,0.005,0.9850746268656716,0.9978718637992832,0.75,0.7794871794871796,0.8666666666666668
3,0,12,0.001,1e-05,0.005,0.8721804511278195,0.9362101313320825,0.8333333333333334,0.9508928571428572,0.9821428571428572
3,1,22,0.001,1e-05,0.005,0.8834586466165414,0.9484336801409973,0.7,0.8571428571428571,0.9151785714285714
3,2,46,0.001,1e-05,0.005,0.943609022556391,0.9827733242367389,0.8,0.8973214285714286,0.9151785714285714
3,3,39,0.001,1e-05,0.005,0.9022556390977443,0.9737335834896811,0.8,0.9017857142857143,0.9151785714285715
3,4,9,0.001,1e-05,0.005,0.868421052631579,0.925351071692535,0.8,0.9017857142857143,0.9196428571428571
3,5,51,0.001,1e-05,0.005,0.9360902255639098,0.9835124225368128,0.8666666666666667,0.9196428571428572,0.9642857142857143
3,6,10,0.001,1e-05,0.005,0.868421052631579,0.9354710330320086,0.8,0.8705357142857143,0.8928571428571429
3,7,92,0.001,1e-05,0.005,1.0,1.0,0.6896551724137931,0.7932692307692308,0.8605769230769231
3,8,94,0.001,1e-05,0.005,1.0,1.0,0.7931034482758621,0.875,0.9278846153846154
3,9,29,0.001,1e-05,0.005,0.9029850746268657,0.9627016129032258,0.8571428571428571,0.9487179487179488,0.958974358974359
4,0,84,0.001,1e-05,0.005,1.0,1.0,0.7,0.7767857142857142,0.8571428571428572
4,1,23,0.001,1e-05,0.005,0.8947368421052632,0.9573028597418842,0.7666666666666667,0.8973214285714286,0.9107142857142857
4,2,11,0.001,1e-05,0.005,0.8721804511278195,0.930809028370004,0.7333333333333333,0.84375,0.8883928571428572
4,3,16,0.001,1e-05,0.005,0.8721804511278195,0.9428051623173574,0.8,0.84375,0.9151785714285714
4,4,98,0.001,1e-05,0.005,1.0,1.0,0.7666666666666667,0.8705357142857142,1.0
