Rep_s,Test_fold_no,Num_features,stopping_percent,train_accu,train_roc,test_accu,test_roc,observed_max_test_roc
0,0,45,0.005,0.9620253164556962,0.9961538461538462,0.9,0.8400000000000001,1.0
0,1,37,0.005,0.9620253164556962,0.9955128205128206,0.9,1.0,1.0
0,2,43,0.005,0.9620253164556962,0.9942307692307693,1.0,1.0,1.0
0,3,41,0.005,0.9620253164556962,0.9948717948717949,0.8,0.88,0.9600000000000001
0,4,44,0.005,0.9625,0.995625,0.8888888888888888,0.9,1.0
0,5,48,0.005,0.9876543209876543,0.998780487804878,0.875,0.875,0.9375
0,6,54,0.005,0.9876543209876543,0.998780487804878,0.75,0.75,0.75
0,7,35,0.005,0.9629629629629629,0.9945121951219512,1.0,1.0,1.0
0,8,42,0.005,0.9629629629629629,0.9945121951219512,0.875,1.0,1.0
0,9,45,0.005,0.9876543209876543,0.998780487804878,0.75,0.6875,0.8125
1,0,49,0.005,0.9620253164556962,0.9955128205128205,0.9,0.88,1.0
1,1,60,0.005,0.9873417721518988,0.9993589743589744,0.8,0.76,0.8400000000000001
1,2,35,0.005,0.9746835443037974,0.9974358974358974,0.8,0.88,1.0
1,3,39,0.005,0.9746835443037974,0.9974358974358974,0.9,0.92,1.0
1,4,40,0.005,0.9625,0.994375,0.8888888888888888,1.0,1.0
1,5,41,0.005,0.9753086419753086,0.9963414634146341,1.0,1.0,1.0
1,6,37,0.005,0.9753086419753086,0.9957317073170732,1.0,1.0,1.0
1,7,34,0.005,0.9629629629629629,0.9951219512195122,0.625,0.75,0.8125
1,8,33,0.005,0.9629629629629629,0.9939024390243902,1.0,1.0,1.0
1,9,48,0.005,0.9629629629629629,0.9957317073170732,1.0,1.0,1.0
2,0,33,0.005,0.9620253164556962,0.9935897435897436,0.9,1.0,1.0
2,1,40,0.005,0.9746835443037974,0.9955128205128205,1.0,1.0,1.0
2,2,43,0.005,0.9873417721518988,0.9987179487179487,0.9,0.8400000000000001,0.8400000000000001
2,3,48,0.005,0.9746835443037974,0.9974358974358974,0.9,0.92,1.0
2,4,30,0.005,0.9625,0.995,0.7777777777777778,0.9,1.0
2,5,45,0.005,0.9629629629629629,0.9957317073170732,1.0,1.0,1.0
2,6,46,0.005,0.9876543209876543,0.999390243902439,0.75,0.6875,1.0
2,7,42,0.005,0.9753086419753086,0.9963414634146341,0.875,1.0,1.0
2,8,52,0.005,0.9753086419753086,0.9969512195121952,0.75,0.875,0.9375
2,9,41,0.005,0.9629629629629629,0.9945121951219512,0.875,1.0,1.0
3,0,42,0.005,0.9620253164556962,0.9935897435897436,1.0,1.0,1.0
3,1,41,0.005,0.9746835443037974,0.9967948717948718,0.8,0.8,0.9600000000000001
3,2,39,0.005,0.9620253164556962,0.9935897435897436,1.0,1.0,1.0
3,3,51,0.005,0.9873417721518988,0.9980769230769231,0.8,0.8400000000000001,0.88
3,4,28,0.005,0.9625,0.9925,0.8888888888888888,0.95,1.0
3,5,44,0.005,0.9753086419753086,0.9975609756097561,0.875,0.875,1.0
3,6,50,0.005,0.9753086419753086,0.9975609756097561,0.875,0.8125,0.9375
3,7,32,0.005,0.9753086419753086,0.9969512195121951,0.875,1.0,1.0
3,8,45,0.005,0.9753086419753086,0.9963414634146341,0.875,1.0,1.0
3,9,33,0.005,0.9753086419753086,0.9969512195121951,0.75,0.9375,1.0
4,0,33,0.005,0.9746835443037974,0.9980769230769231,0.8,0.84,0.88
4,1,29,0.005,0.9746835443037974,0.9974358974358974,0.8,0.8400000000000001,0.92
4,2,50,0.005,0.9620253164556962,0.9942307692307693,1.0,1.0,1.0
4,3,48,0.005,0.9746835443037974,0.9961538461538462,0.9,1.0,1.0
4,4,39,0.005,0.975,0.996875,0.8888888888888888,0.9,1.0
4,5,34,0.005,0.9629629629629629,0.9932926829268293,1.0,1.0,1.0
4,6,41,0.005,0.9629629629629629,0.9951219512195122,1.0,1.0,1.0
4,7,52,0.005,0.9629629629629629,0.9957317073170733,0.875,1.0,1.0
4,8,31,0.005,0.9629629629629629,0.9932926829268293,1.0,1.0,1.0
4,9,33,0.005,0.9753086419753086,0.9981707317073171,0.75,0.8125,0.875
