Rep_s,Test_fold_no,C,train_accu,train_roc,test_accu,test_roc
0,1,9.6,1.0,1.0,0.7857142857142857,0.803030303030303
0,2,0.1,0.9790794979079498,0.9940923737916219,0.8928571428571429,0.9015151515151516
0,3,0.1,0.9708333333333333,0.9926274174591302,0.8148148148148148,0.8571428571428572
0,4,0.1,0.9666666666666667,0.988032909498878,0.7407407407407407,0.8492063492063492
0,5,8.1,1.0,1.0,0.8518518518518519,0.8650793650793651
0,6,0.1,0.970954356846473,0.9917277486910995,0.6538461538461539,0.6190476190476191
0,7,0.1,0.975103734439834,0.9916230366492147,0.8846153846153846,0.9142857142857144
0,8,5.1,1.0,1.0,0.7692307692307693,0.8095238095238094
0,9,0.1,0.9585062240663901,0.989214659685864,0.7307692307692307,0.8666666666666667
0,10,0.1,0.966804979253112,0.984607329842932,0.8076923076923077,0.9047619047619048
1,1,0.1,0.9707112970711297,0.9919441460794844,0.6428571428571429,0.6136363636363636
1,2,0.1,0.9790794979079498,0.9901181525241676,0.7857142857142857,0.8712121212121212
1,3,0.1,0.9666666666666667,0.9928411155037932,0.8888888888888888,0.9285714285714286
1,4,0.1,0.975,0.9893150977668554,0.9259259259259259,0.9603174603174602
1,5,0.1,0.975,0.986323325141575,0.7777777777777778,0.8253968253968254
1,6,0.1,0.979253112033195,0.9957068062827226,0.7692307692307693,0.8571428571428571
1,7,0.1,0.966804979253112,0.9878534031413614,0.8076923076923077,0.9238095238095239
1,8,0.1,0.970954356846473,0.9910994764397906,0.8076923076923077,0.8666666666666667
1,9,4.1,1.0,1.0,0.8076923076923077,0.6857142857142857
1,10,0.1,0.975103734439834,0.9930890052356021,0.8461538461538461,0.8666666666666667
2,1,0.1,0.9665271966527197,0.9900107411385607,0.8571428571428571,0.9242424242424243
2,2,0.1,0.9748953974895398,0.9919441460794844,0.7857142857142857,0.8257575757575758
2,3,0.1,0.9666666666666667,0.9912383801688214,0.8518518518518519,0.9126984126984127
2,4,0.1,0.9625,0.9896356448338497,0.8148148148148148,0.8095238095238095
2,5,2.6,1.0,1.0,0.7777777777777778,0.8174603174603174
2,6,0.1,0.9626556016597511,0.9912041884816754,0.9230769230769231,0.9809523809523809
2,7,0.1,0.975103734439834,0.990785340314136,0.8461538461538461,0.8666666666666667
2,8,0.1,0.9626556016597511,0.9881675392670157,0.7692307692307693,0.8857142857142857
2,9,0.1,0.970954356846473,0.9890052356020943,0.8846153846153846,0.9142857142857144
2,10,0.1,0.966804979253112,0.9905759162303664,0.6538461538461539,0.5523809523809523
3,1,1.1,1.0,1.0,0.8571428571428571,0.8106060606060606
3,2,0.1,0.9707112970711297,0.9917293233082707,0.8214285714285714,0.8257575757575758
3,3,0.1,0.9791666666666666,0.993054813548456,0.6666666666666666,0.7777777777777778
3,4,0.1,0.9625,0.9912383801688214,0.8888888888888888,0.9444444444444444
3,5,0.1,0.9708333333333333,0.9909178331018271,0.8148148148148148,0.9047619047619048
3,6,0.1,0.966804979253112,0.9815706806282722,0.7307692307692307,0.8380952380952381
3,7,0.1,0.966804979253112,0.9894240837696334,0.8461538461538461,0.8666666666666666
3,8,0.1,0.9626556016597511,0.988062827225131,0.7307692307692307,0.6666666666666666
3,9,4.6,1.0,1.0,0.6923076923076923,0.7809523809523808
3,10,0.1,0.970954356846473,0.9902617801047121,0.9230769230769231,0.9238095238095237
4,1,0.1,0.9748953974895398,0.9910848549946295,0.75,0.8636363636363636
4,2,0.1,0.9665271966527197,0.9870032223415682,0.8214285714285714,0.6515151515151515
4,3,0.1,0.9666666666666667,0.9925205684367988,0.8148148148148148,0.9206349206349206
4,4,0.1,0.9708333333333333,0.9897424938561813,0.9629629629629629,0.9444444444444444
4,5,0.1,0.975,0.9895287958115183,0.8148148148148148,0.888888888888889
4,6,0.1,0.970954356846473,0.9898429319371728,0.8076923076923077,0.8285714285714286
4,7,0.1,0.966804979253112,0.9904712041884818,0.8076923076923077,0.8571428571428571
4,8,0.1,0.975103734439834,0.9939267015706806,0.7692307692307693,0.8666666666666667
4,9,0.1,0.9626556016597511,0.9909947643979058,0.8461538461538461,0.8857142857142857
4,10,0.1,0.975103734439834,0.991937172774869,0.8076923076923077,0.8666666666666666
