Rep_s,Test_fold_no,C,train_accu,train_roc,test_accu,test_roc
0,1,6.1,0.9711538461538461,0.9973994613169871,0.9166666666666666,0.986013986013986
0,2,5.1,0.9807692307692307,0.9984211015138851,0.9166666666666666,1.0
0,3,7.1,0.9711538461538461,0.997863843224668,1.0,1.0
0,4,9.6,0.9807692307692307,0.9986068542769574,1.0,1.0
0,5,7.6,0.9665071770334929,0.9971465390279823,0.9130434782608695,1.0
0,6,6.6,0.9808612440191388,0.9984351988217968,0.9130434782608695,1.0
0,7,7.6,0.9760765550239234,0.9978829160530192,1.0,1.0
0,8,8.6,0.9760765550239234,0.9977908689248896,0.9565217391304348,1.0
0,9,7.1,0.9761904761904762,0.9977223032069971,0.9545454545454546,1.0
0,10,6.6,0.9809523809523809,0.9986333819241983,0.8636363636363636,0.9750000000000001
1,1,8.1,0.9807692307692307,0.998421101513885,1.0,1.0
1,2,9.6,0.9807692307692307,0.9987926070400298,0.9166666666666666,1.0
1,3,9.6,0.9903846153846154,0.9990712361846382,0.9166666666666666,0.9930069930069929
1,4,6.6,0.9807692307692307,0.9986997306584935,0.9583333333333334,0.9930069930069929
1,5,8.1,0.9712918660287081,0.9974226804123711,0.9565217391304348,0.9924242424242424
1,6,8.6,0.9760765550239234,0.9979749631811488,1.0,1.0
1,7,8.6,0.9856459330143541,0.9988954344624448,0.9130434782608695,0.9772727272727272
1,8,6.1,0.9665071770334929,0.9968703976435936,0.9565217391304348,1.0
1,9,9.1,0.9809523809523809,0.9982689504373178,0.9545454545454546,1.0
1,10,7.6,0.9857142857142858,0.9989978134110787,0.9090909090909091,0.9916666666666667
2,1,9.6,0.9807692307692307,0.9982353487508127,0.9166666666666666,0.986013986013986
2,2,9.6,0.9807692307692307,0.9985139778954213,0.75,0.93006993006993
2,3,9.1,0.9711538461538461,0.9972137085539148,0.9166666666666666,0.993006993006993
2,4,8.6,0.9759615384615384,0.9980495959877402,1.0,1.0
2,5,9.1,0.9808612440191388,0.9987113402061856,0.9565217391304348,1.0
2,6,9.6,0.9808612440191388,0.998159057437408,1.0,1.0
2,7,8.1,0.9808612440191388,0.9983431516936672,0.9565217391304348,1.0
2,8,6.6,0.9856459330143541,0.9987113402061855,0.9130434782608695,0.9848484848484848
2,9,8.6,0.9809523809523809,0.9985422740524782,1.0,1.0
2,10,5.6,0.9714285714285714,0.9969934402332362,0.9545454545454546,1.0
3,1,9.6,0.9759615384615384,0.9982353487508127,1.0,1.0
3,2,7.1,0.9807692307692307,0.9985139778954212,0.9583333333333334,1.0
3,3,9.1,0.9711538461538461,0.9973994613169871,0.9166666666666666,0.986013986013986
3,4,7.6,0.9759615384615384,0.9979567196062041,0.9166666666666666,0.993006993006993
3,5,8.6,0.9856459330143541,0.9993556701030928,0.9130434782608695,0.962121212121212
3,6,9.6,0.9856459330143541,0.9991715758468336,0.9130434782608695,0.9924242424242424
3,7,8.1,0.9760765550239234,0.997882916053019,1.0,1.0
3,8,9.6,0.9856459330143541,0.998619293078056,0.9565217391304348,0.9848484848484849
3,9,7.6,0.9761904761904762,0.9981778425655976,1.0,1.0
3,10,7.6,0.9714285714285714,0.9971756559766765,0.9090909090909091,1.0
4,1,8.6,0.9855769230769231,0.9985139778954211,0.9583333333333334,1.0
4,2,8.1,0.9855769230769231,0.9987926070400297,0.875,0.986013986013986
4,3,8.1,0.9807692307692307,0.9986997306584936,0.875,0.972027972027972
4,4,9.6,0.9855769230769231,0.9988854834215659,0.9166666666666666,1.0
4,5,6.1,0.9712918660287081,0.9969624447717231,1.0,1.0
4,6,8.1,0.9808612440191388,0.998159057437408,1.0,1.0
4,7,9.6,0.9808612440191388,0.9987113402061856,0.9565217391304348,0.9924242424242424
4,8,5.6,0.9808612440191388,0.9983431516936672,0.9565217391304348,0.9924242424242424
4,9,5.1,0.9666666666666667,0.996902332361516,0.9090909090909091,0.9916666666666667
4,10,8.1,0.9714285714285714,0.9966290087463557,0.9545454545454546,1.0
